,0
0,0.62
1,1.22
2,1.73
3,2.25
4,2.87
5,3.41
6,4.0200000000000005
7,4.66
8,5.23
9,5.840000000000001
10,6.460000000000001
11,7.0600000000000005
12,7.630000000000001
13,8.25
14,8.84
15,9.5
16,10.16
17,10.89
18,11.520000000000001
19,12.23
20,12.950000000000001
21,13.610000000000001
22,14.32
23,14.99
24,15.69
25,16.37
26,17.05
27,17.67
28,18.310000000000002
29,18.980000000000004
30,19.680000000000003
31,20.350000000000005
32,21.060000000000006
33,21.740000000000006
34,22.470000000000006
35,23.220000000000006
36,23.870000000000005
37,24.520000000000003
38,25.26
39,25.98
40,26.69
41,27.380000000000003
42,28.160000000000004
43,28.870000000000005
44,29.570000000000004
45,30.280000000000005
46,31.000000000000004
47,31.650000000000002
48,32.28
49,33.06
50,33.760000000000005
51,34.46000000000001
52,35.150000000000006
53,35.86000000000001
54,36.580000000000005
55,37.25000000000001
56,37.900000000000006
57,38.690000000000005
58,39.43000000000001
59,40.17000000000001
60,40.91000000000001
61,41.64000000000001
62,42.35000000000001
63,43.03000000000001
64,43.80000000000001
65,44.53000000000001
66,45.32000000000001
67,46.040000000000006
68,46.800000000000004
69,47.510000000000005
70,48.36000000000001
71,49.040000000000006
72,49.82000000000001
73,50.53000000000001
74,51.290000000000006
75,52.050000000000004
76,52.74
77,53.54
78,54.31
79,55.02
80,55.690000000000005
81,56.470000000000006
82,57.2
83,57.93
84,58.69
85,59.46
86,60.2
87,60.96
88,61.72
89,62.5
90,63.25
91,64.01
92,64.77000000000001
93,65.46000000000001
94,66.07000000000001
95,66.78
96,67.5
97,68.24
98,69.0
99,69.86
100,70.62
101,71.42
102,72.21000000000001
103,72.99000000000001
104,73.74000000000001
105,74.45
106,75.23
107,76.01
108,76.73
109,77.43
110,78.23
111,78.97
112,79.67
113,80.46000000000001
114,81.18
115,81.99000000000001
116,82.74000000000001
117,83.46000000000001
118,84.24000000000001
119,84.96000000000001
120,85.65
121,86.42
122,87.16
123,88.02
124,88.72999999999999
125,89.44999999999999
126,90.24
127,91.03
128,91.78
129,92.52
130,93.3
131,94.0
132,94.77
133,95.45
134,96.24000000000001
135,97.00000000000001
136,97.77000000000001
137,98.53000000000002
138,99.25000000000001
139,100.01000000000002
140,100.78000000000002
141,101.55000000000001
142,102.27000000000001
143,103.02000000000001
144,103.85000000000001
145,104.65
146,105.39
147,106.2
148,106.85000000000001
149,107.67
150,108.45
151,109.19
152,110.02
153,110.8
154,111.63
155,112.42999999999999
156,113.22999999999999
157,113.97999999999999
158,114.75999999999999
159,115.46999999999998
160,116.30999999999999
161,117.1
162,117.86999999999999
163,118.63
164,119.42
165,120.10000000000001
166,120.89000000000001
167,121.69000000000001
168,122.47000000000001
169,123.27000000000001
170,124.08000000000001
171,124.92000000000002
172,125.72000000000001
173,126.49000000000001
174,127.26
175,128.03
176,128.8
177,129.60000000000002
178,130.35000000000002
179,131.18000000000004
180,131.99000000000004
181,132.80000000000004
182,133.57000000000005
183,134.35000000000005
184,135.16000000000005
185,136.00000000000006
186,136.74000000000007
187,137.50000000000006
188,138.23000000000005
189,139.01000000000005
190,139.84000000000006
191,140.67000000000007
192,141.41000000000008
193,142.2400000000001
194,143.1000000000001
195,143.7900000000001
196,144.59000000000012
197,145.3200000000001
198,146.1600000000001
199,146.9400000000001
200,147.68000000000012
201,148.37000000000012
202,149.14000000000013
203,149.94000000000014
204,150.71000000000015
205,151.48000000000016
206,152.25000000000017
207,153.04000000000016
208,153.79000000000016
209,154.57000000000016
210,155.35000000000016
211,156.10000000000016
212,156.83000000000015
213,157.62000000000015
214,158.44000000000014
215,159.19000000000014
216,159.95000000000013
217,160.76000000000013
218,161.49000000000012
219,162.23000000000013
220,163.08000000000013
221,163.83000000000013
222,164.62000000000012
223,165.43000000000012
224,166.29000000000013
225,167.06000000000014
226,167.90000000000015
227,168.63000000000014
228,169.38000000000014
229,170.14000000000013
230,171.01000000000013
231,171.78000000000014
232,172.59000000000015
233,173.37000000000015
234,174.21000000000015
235,175.05000000000015
236,175.80000000000015
237,176.58000000000015
238,177.35000000000016
239,178.15000000000018
240,178.9800000000002
241,179.80000000000018
242,180.62000000000018
243,181.36000000000018
244,182.1300000000002
245,182.9200000000002
246,183.7500000000002
247,184.4900000000002
248,185.3300000000002
249,186.1800000000002
250,186.9600000000002
251,187.7200000000002
252,188.5100000000002
253,189.27000000000018
254,190.1300000000002
255,190.9900000000002
256,191.82000000000022
257,192.60000000000022
258,193.38000000000022
259,194.20000000000022
260,194.97000000000023
261,195.73000000000022
262,196.57000000000022
263,197.41000000000022
264,198.15000000000023
265,198.95000000000024
266,199.67000000000024
267,200.48000000000025
268,201.31000000000026
269,201.97000000000025
